executive_order_number,title,signing_date,disposition_notes,president,days,count
8767.0,"Directing Certain Personnel of the Coast Guard To Operate as a Part of the Navy, Subject to the Orders of the Secretary of the Navy",1941-06-03,"Federal Register page and date: 6 FR 2743, June 6, 1941",Franklin D Roosevelt,3013,2959.0
8768.0,"Amendment of Paragraph 6, Subdivision VI, Schedule A of the Civil Service Rules",1941-06-03,"Federal Register page and date: 6 FR 2743, June 6, 1941",Franklin D Roosevelt,3013,2960.0
8769.0,Transfers of Lands Between the Department of Agriculture and the Department of the Interior; Florida,1941-06-03,"Federal Register page and date: 6 FR 2743, June 6, 1941",Franklin D Roosevelt,3013,2961.0
8770.0,Establishing the Lake Mason National Wildlife Refuge; Montana,1941-06-03,"Federal Register page and date: 6 FR 2743, June 6, 1941",Franklin D Roosevelt,3013,2962.0
8771.0,Authorizing the United States Maritime Commission To Take Over Certain Foreign Merchant Vessels,1941-06-06,"Federal Register page and date: 6 FR 2759, June 7, 1941     
Amended by: EO 8881, September 2, 1941; EO 
      9046, January 28, 1942
See: EO 9001-A, December 27, 1941; EO 
      9244, September 16, 1942; EO 9350, June 
      10, 1943; EO 9822, January 13, 1947; EO 
      9773, September 3, 1946; EO 9848, May 8, 
      1947",Franklin D Roosevelt,3016,2963.0
8772.0,Exemption of Clarence H. Branscombe From Compulsory Retirement for Age,1941-06-07,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,3017,2964.0
8773.0,"Authorizing and Directing the Secretary of War To Take Possession of and Operate the Inglewood Plant of North American Aviation, Inc.",1941-06-09,"Federal Register page and date: 6 FR 2777, June 10, 1941  
Revoked by: EO 8814, July 2, 1941",Franklin D Roosevelt,3019,2965.0
8774.0,"Modifying   8738 of April 21, 1941, Allocating by Types the Coffee Quota for Countries Not Signatories of the Inter-American Coffee Agreement",1941-06-10,"Federal Register page and date: 6 FR 2845, June 12, 1941 
Amends: EO 8738, April 21, 1941",Franklin D Roosevelt,3020,2966.0
8775.0,"Amendment of   7302 of February 21, 1936, Transferring Certain Lands to the Control and Jurisdiction of the Secretary of the Navy; Virgin Islands",1941-06-10,"Federal Register page and date: 6 FR 2845, June 12, 1941 
Amends: EO 7302, February 21, 1936",Franklin D Roosevelt,3020,2967.0
8776.0,Withdrawal of Public Land for Radio Relay Station for Use in Forest Protection; California,1941-06-10,"Federal Register page and date:  6 FR 2846, June 12, 1941
Revokes: EO 6910, November 26, 1934
Revoked by: Public Land Order 6072, October 20, 1981 (46 FR 53165)",Franklin D Roosevelt,3020,2968.0
8777.0,"Appointment of Dr. Harold C. Bryant as Superintendent, Grand Canyon National Park, Interior Department",1941-06-11,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,3021,2969.0
8778.0,Exemption of Percy Nicholls From Compulsory Retirement for Age,1941-06-11,"See: EO 8401, May 7, 1940 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,3021,2970.0
8779.0,Excluding a Tract of Land From the Tongass National Forest and Restoring it to Entry; Alaska,1941-06-11,"Federal Register page and date: 6 FR 2867, June 13, 1941",Franklin D Roosevelt,3021,2971.0
8780.0,Withdrawing Public Lands for the Use of the Department of State; New Mexico,1941-06-11,"Federal Register page and date: 6 FR 2867, June 13, 1941  
Amends: EO 6910, November 26, 1934
Revoked by: Public Land Order 5534, September 8, 1975 (40 FR 42552)(in part)",Franklin D Roosevelt,3021,2972.0
8781.0,Requiring Employees in the Executive Civil Service To Be Fingerprinted,1941-06-12,"Federal Register page and date: 6 FR 2895, June 17, 1941 
Amended by: EO 8914, October 1, 1941",Franklin D Roosevelt,3022,2973.0
8782.0,"Establishing a Military Reservation on Certain Islands in Gatun Lake, Canal Zone",1941-06-12,"Federal Register page and date: 6 FR 2896, June 17, 1941 
Superseded by: Canal Zone Order 2, December 1, 1946 (12 FR 5364)",Franklin D Roosevelt,3022,2974.0
8783.0,Withdrawal of Public Lands: Public Water Reserve  162; California,1941-06-12,"Federal Register page and date: 6 FR 2897, June 17, 1941",Franklin D Roosevelt,3022,2975.0
8784.0,Partial Revocation of Certain s Creating Public Water Reserves: Public Water Restoration  88; California and New Mexico,1941-06-13,"Federal Register page and date: 6 FR 2897, June 17, 1941 
See: Public Land Order 119, May 4, 1943 (8 FR 6143)",Franklin D Roosevelt,3023,2976.0
8785.0,"Regulating Transactions in Foreign Exchange and Foreign-Owned Property, Providing for the Reporting of All Foreign-Owned Property, and Related Matters",1941-06-14,"Federal Register page and date: 6 FR 2897, June 17, 1941 
Amends: EO 8389, April 10, 1940
See: Public Law 94-412 (90 Stat. 1255; 50 U.S.C. 1601)",Franklin D Roosevelt,3024,2977.0
8786.0,Withdrawal of Public Lands for the Use of the Navy Department for Naval Aviation Purposes; Alaska,1941-06-14,"Federal Register page and date:  6 FR 2941, June 18, 1941 
Supersedes: EO of June 10, 1902; 
      
      EO 1456, January 6, 1912; EO 7816, February 
      15, 1938; EO 7847, March 21, 1938 
Revoked by: Public Land Order 5456, December 11, 1974 (39 FR 43549)
See: EO 1733, March 3, 1913; EO 5243, December 19, 1929; EO 6044, February 23, 1933",Franklin D Roosevelt,3024,2978.0
8787.0,"Revoking   3151 of August 16, 1919, and Restoring the Land Affected Thereby to Its Former Status; Alaska",1941-06-14,"Federal Register page and date: 6 FR 2941, June 18, 1941  
Revokes: EO 3151, August 16, 1919 
See: EO 1919 1/2, April 21, 1914",Franklin D Roosevelt,3024,2979.0
8788.0,Withdrawing Public Land for Use of the War Department; Alaska,1941-06-14,"Federal Register page and date: 6 FR 2941, June 18, 1941 
Amended by: EO 9526, February 28, 
      1945
Revoked by: Public Land Order 1102, March 23, 1955 (20 FR 1890)",Franklin D Roosevelt,3024,2980.0
8789.0,"Revoking in Part   8344, of February 10, 1940, and Reserving Public Lands for the Use of the War Department; Alaska",1941-06-14,"Federal Register page and date: 6 FR 2942, June 18, 1941  
Revokes: EO  8344, February 10, 1940 (in part)
Amended by: EO 9526, February 28, 
      1945 
Revoked by: EO 9153-A, April 30, 1942 (in 
      part); Public Land Order 917, October 6, 1953 (18 FR 6455)(in part); Public 
      Land Order 1245, November 3, 1955 (20 FR 8423)(in part); Public Land Order 
      1297, April 30, 1956 (21 FR 2981)",Franklin D Roosevelt,3024,2981.0
8790.0,Withdrawing Public Lands for Use of the Department of the Navy; California,1941-06-14,"Federal Register page and date: 6 FR 2942, June 18, 1941 
Supersedes: EO 6910, November 26, 1934 (in part)
Amended by: Public Land Order 5341, March 16, 1973 (38 FR 7561)
Revoked by: Public Land Order 2748, August 8, 1962 (27 FR 8119)(in part); Public Land Order 3749, July 26, 1965 (30 FR 9540)(in part)",Franklin D Roosevelt,3024,2982.0
8791.0,Withdrawing Public Lands for Use of the Department of the Navy; California,1941-06-14,"Federal Register page and date:  June 18, 1941 6 FR 2943,
Supersedes: EO 6910, November 26, 1934 (in part)
Amended by: Public Land Order 5341, March 16, 1973 (38 FR 7561)
Revoked by: Public Land Order 3749, July 26, 1965 (30 FR 9540)(in part)",Franklin D Roosevelt,3024,2983.0
8792.0,Withdrawing Public Lands for Use of the War Department; Florida,1941-06-14,"Federal Register page and date: 6 FR 2943, June 18, 1941  
Supersedes: EO 6964, February 5, 1935 (in part)
Amended by: EO 9526, February 28, 
      1945",Franklin D Roosevelt,3024,2984.0
8793.0,Withdrawing Public Lands for the Use of the War Department; Oklahoma,1941-06-14,"Federal Register page and date: 6 FR 2943, June 18, 1941 
Supersedes: EO 6964, February 5, 1935 (in part)
Amended by: EO 9526, February 28, 
      1945",Franklin D Roosevelt,3024,2985.0
8794.0,Withdrawing Public Lands for Use of the War Department; Oregon,1941-06-14,"Federal Register page and date: 6 FR 2943, June 18, 1941 
Amended by: EO 9526, February 28, 
      1945; Public Land Order 986, July 27, 1954 (19 FR 4723)",Franklin D Roosevelt,3024,2986.0
8795.0,"Modifying  of December 12, 1917, Creating Power Site Reserve  661; Willamette River Tributaries, Oregon",1941-06-16,"Federal Register page and date: 6 FR 2943, June 18, 1941  
Amends: Executive order of December 12, 1917 (unnumbered series)",Franklin D Roosevelt,3026,2987.0
8796.0,Exemption of George Cook From Compulsory Retirement for Age,1941-06-18,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,3028,2988.0
8797.0,"Suspension of Eight-Hour Law as to Mechanics and Laborers Employed by the War Department in the Construction of Public Works Necessary for the National Defense in the Canal Zone, Puerto Rico, and the Territory of Alaska",1941-06-18,"Federal Register page and date: 6 FR 3019, June 21, 1941",Franklin D Roosevelt,3028,2989.0
8798.0,"Transferring Certain Vessels Between the Navy Department and the Department of Commerce, Coast and Geodetic Survey",1941-06-19,"Federal Register page and date: 6 FR 3049, June 24, 1941 
Amended by: EO 8838, July 30, 1941",Franklin D Roosevelt,3029,2990.0
8799.0,Enlarging the Volunteer Participation Committee of the Office of Civilian Defense,1941-06-20,"Federal Register page and date: 6 FR 3049, June 24, 1941 
Amends: EO 8757, May 20, 1941
See: EO 9562, June 4, 1945",Franklin D Roosevelt,3030,2991.0
8800.0,Amendment of Regulations Concerning Foreign Service Pay Adjustment,1941-06-22,"Federal Register page and date: 6 FR 3099, June 26, 1941 
Amends: EO 7972, September 15, 1938
Revoked by: EO 9687, January 26, 1946",Franklin D Roosevelt,3032,2992.0
8801.0,Exemption of Archie W. Davis From Compulsory Retirement for Age,1941-06-24,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,3034,2993.0
8802.0,"Reaffirming Policy of Full Participation in the Defense Program by All Persons, Regardless of Race, Creed, Color, or National Origin, and Directing Certain Action in Furtherance of Said Policy",1941-06-25,"Federal Register page and date: 6 FR 3109, June 27, 1941  
Amended by: EO 8823, July 18, 1941; EO 
      9111, March 25, 1942; EO 9346, May 27, 
      1943; EO 9664, December 18, 1945",Franklin D Roosevelt,3035,2994.0
8803.0,Amending Schedule A of the Civil Service Rules,1941-06-25,"Federal Register page and date: 6 FR 3109, June 27, 1941",Franklin D Roosevelt,3035,2995.0
8804.0,Exemption of James E. Harper From Compulsory Retirement for Age,1941-06-25,"See: EO 8139, May 19, 1939; EO 
      8422, May 28, 1940 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,3035,2996.0
8805.0,Exemption of Samuel A. Cottrell From Compulsory Retirement for Age,1941-06-25,"See: EO 8262, September 26, 1939; EO 
      8555, August 16, 1941 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,3035,2997.0
8806.0,"Fixing the Number of Men To Be Inducted Into the Land Forces of the United States Between July 1, 1941, and June 30, 1942, and Directing Their Selection and Induction",1941-06-28,"Federal Register page and date: 6 FR 3207, July 2, 1941",Franklin D Roosevelt,3038,2998.0
8807.0,Establishing the Office of Scientific Research and Development in the Executive Office of the President and Defining Its Functions and Duties,1941-06-28,"Federal Register page and date: 6 FR 3207, July 2, 1941  
Amended by: EO 9389, October 18, 1943 
Superseded by: EO 9913, December 26, 1947",Franklin D Roosevelt,3038,2999.0
8808.0,American Defense Service Medal,1941-06-28,"Federal Register page and date: 6 FR 3209, July 2, 1941 
See: Transfer Order 30 of the Secretary of Defense dated December 10, 1948 (13 FR 8163)",Franklin D Roosevelt,3038,3000.0
8809.0,Good Conduct Medal,1941-06-28,"Federal Register page and date: 6 FR 3209, July 2, 1941 
Amended by: EO 9323, March 31, 1943; EO 
      10444, April 10, 1953
See: Transfer Order 30 of the Secretary of Defense dated December 10, 1948 (13 FR 8163)",Franklin D Roosevelt,3038,3001.0
8810.0,Exemption of Hurbert K. Bishop From Compulsory Retirement for Age,1941-06-30,"See: EO 8413, May 18, 1940 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,3040,3002.0
8811.0,"Authorizing the Continuance in Employment of Persons Employed by the Office of Government Reports on June 30, 1941, and the Conferring of a Competitive Classified Civil Service Status Upon Such Employees",1941-06-30,"Federal Register page and date: 6 FR 3223, July 3, 1941",Franklin D Roosevelt,3040,3003.0
8812.0,Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone,1941-06-30,"Federal Register page and date: 6 FR 3223, July 3, 1941",Franklin D Roosevelt,3040,3004.0
8813.0,"Power Site Restoration  495. Partial Revocation of   of November 22, 1924, Creating Power Site Reserve  759; New Mexico",1941-07-01,"Federal Register page and date: 6 FR 3253, July 4, 1941  
See: 
      
      EO 6856, September 25, 1934; EO 8437, June 
      11, 1940
Revokes: Executive Order of November 22, 1924 (in part) (unnumbered series)",Franklin D Roosevelt,3041,3005.0
8814.0,"Directing the Secretary of War To Relinquish Possession of the Inglewood Plant of North American Aviation, Inc.",1941-07-02,"Federal Register page and date: 6 FR 3253, July 4, 1941 
Revokes: EO 8773, June 9, 1941",Franklin D Roosevelt,3042,3006.0
8815.0,"Revoking the Designation of Lancaster, Minnesota, as a Customs Port of Entry",1941-07-05,"Federal Register page and date: 6 FR 3265, July 8, 1941",Franklin D Roosevelt,3045,3007.0
8816.0,"Suspending the Provisions of the Saturday Half-Holiday Act of March 3, 1931, as to Certain Employees of the Government",1941-07-05,"Federal Register page and date: 6 FR 3265, July 8, 1941",Franklin D Roosevelt,3045,3008.0
8817.0,"Prescribing Regulations Governing Vacation Pay for Field Service Employees of the War Department, the Navy Department, the Coast Guard, and the Panama Canal Who Forego Vacations During the Emergency",1941-07-05,"Federal Register page and date: 6 FR 3265, July 8, 1941 
See: Transfer Order 40 of the Secretary of Defense dated July 22, 1949 (14 FR 4908)",Franklin D Roosevelt,3045,3009.0
8818.0,Amending the Foreign Service Regulations of the United States,1941-07-05,"Federal Register page and date: 6 FR 3313, July 9, 1941  
Revokes: EO 4923, July 3, 1928; EO 5857, March 28, 1932 
See: EO 9521, February 13, 1945",Franklin D Roosevelt,3045,3010.0
8819.0,Excluding Land From the Humboldt National Forest and Reserving it for Townsite Purposes; Nevada,1941-07-05,"Federal Register page and date: 6 FR 3314, July 9, 1941",Franklin D Roosevelt,3045,3011.0
8820.0,Amending the Foreign Service Regulations of the United States,1941-07-11,"Federal Register page and date: 6 FR 3421, July 15, 1941  
Revokes: EO 4359-A, December 19, 1925; EO 4488, August 3, 1926; EO 4605-A, March 8, 1927; EO 4893, May 26, 1928; EO 5032, January 18, 1929; EO 5549, February 5, 1931; EO 5621, May 13, 1931; EO 5773, January 11, 1932; EO 5973, December 15, 1932 
See: EO 9521, February 13, 1945; 
      EO 11295, August 5, 1966",Franklin D Roosevelt,3051,3012.0
