executive_order_number,title,signing_date,disposition_notes
11587.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","March 15, 1971","Federal Register page and date: 36 FR 4973; March 16, 1971
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 23, 1973)"
11586.0,Amending the Selective Service regulations,"March 10, 1971","Federal Register page and date: 36 FR 4751; March 12, 1971
Amends: EO 10001, September 17, 1948; EO

      10008, October 18, 1948; EO 10202, January

      12, 1951; EO 10292, September 25, 1951; EO

      10420, December 17, 1952; EO 10659, February

      15, 1956; EO 10714, June 13, 1957; EO

      10837, September 14, 1959; EO 10984,

      January 5, 1962; EO 11350, May 3, 1967; EO

      11360, June 30, 1967
Revoked by: EO 12553, February 25, 1986"
11585.0,"Creating an emergency board to investigate disputes between certain carriers represented by the National Railway Labor Conference and the Eastern, Western and Southeastern Carriers' Conference Committees and certain of their employees represented by the Brotherhood of Railroad Signalmen","March 4, 1971","Federal Register page and date: 36 FR 4467; March 6, 1971
Revoked by: EO 12553, February 25, 1986"
11584.0,"Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations","March 3, 1971","Federal Register page and date: 36 FR 4365; March 5, 1971"
11583.0,Office of Consumer Affairs,"February 24, 1971","Federal Register page and date: 36 FR 3509; February 26, 1971
Revokes: EO 11136, January 3, 1964; EO

      11349, May 1, 1967
Consumer Advisory Council continued by: EO 11827,

      January 4, 1975; EO 11948, December 20, 1976
Amended by: EO 11595, May 26, 1971; EO

      11702, January 25, 1973; EO 12007,

      August 22, 1977; EO 12608, September 9, 1987
Council terminated by EO 12007, August

      22, 1977
See: EO 11566, October 26, 1970;   EO 13714, December 15, 2015"
11582.0,Observance of Holidays by Government agencies,"February 11, 1971","Federal Register page and date: 36 FR 2957; February 13, 1971
Revokes: EO 10358, June 9, 1952; EO

      11226, May 27, 1965; EO 11272, February

      23, 1966
See: EO 13238, December 5, 2001; EO 13320, December 9, 2003; EO 13421, December 28, 2006; EO 13453, December 6, 2007; EO 13482, December 12, 2008; EO 13682, December 5, 2014;


EO 13713, December 11, 2015"
11581.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","January 20, 1971","Federal Register page and date: 36 FR 1027; January 22, 1971
Amends: EO 11248, October 10, 1965 (which

      was revoked by EO 11708, March 23, 1973)"
11580.0,Establishing a seal for the National Credit Union Administration,"January 20, 1971","Federal Register page and date: 36 FR 971; January 21, 1971
Amended by: EO 12608, September 9, 1987"
11579.0,Overseas Private Investment Corporation,"January 19, 1971","Federal Register page and date: 36 FR 969; January 21, 1971
Amends: EO 10973, November 3, 1961
Amended by: EO 12107, December 28, 1978
Revoked in part by: EO 12163, September

      29, 1979"
11578.0,Establishment of the Ohio River Basin Commission,"January 13, 1971","Federal Register page and date: 36 FR 683; January 16, 1971
Amended by: EO 11882, October 6, 1975; EO

      12038, February 3, 1978; EO 12148, July

      20, 1979
Revoked by: EO 12319, September 9,

      1981, effective October 1, 1981"
11577.0,Adjusting the rates of monthly basic pay for members of the Uniformed Services,"January 8, 1971","Federal Register page and date: 36 FR 349; January 12, 1971
Superseded by: EO 11812, October 7,

      1974"
11576.0,Adjusting rates of pay for certain statutory pay systems,"January 8, 1971","Federal Register page and date: 36 FR 347; January 12, 1971
Superseded by: EO 11811, October 7,

      1974"
11575.0,Providing for the administration of the Disaster Relief Act of 1970,"December 31, 1970","Federal Register page and date: 36 FR 37; January 5, 1971
Revokes: EO 10427, January 16, 
      1963; EO 10737, October 29, 1957; EO 
      11495, November 18, 1969
Amended by: EO 11662, March 29, 1972
Superseded by: EO 11749, December 10, 1973
See: EO 11725, June 27, 1973; EO 
      10912, January 1, 1961"
11574.0,Administration of Refuse Act permit program,"December 23, 1970","Federal Register page and date: 35 FR 19627; December 25, 1970
Revoked by: EO 12553, February 25, 1986"
11573.0,"Excusing Federal employees from duty for one-half day on December 24, 1970","December 21, 1970","Federal Register page and date: 35 FR 19323; December 22, 1970
See: EO 10358, June 9, 1952"
11572.0,Providing for the use of transportation priorities and allocations during the current railroad strike,"December 10, 1970","Federal Register page and date: 35 FR 18907; December 12, 1970
See: EO 10480, August 14, 1953"
11571.0,"Modifying   6868 of October 9, 1934, as amended, designating the authority to carry out the provisions of the District of Columbia Alley Dwelling Act","December 8, 1970","Federal Register page and date: 35 FR 18717; December 10, 1970
Amends: EO 6868, October 6, 1934
Nullified by Pub. L. 93-198 (87 Stat. 779)
See: EO 7784-A, January 5, 1938; EO 
      8033, January 11, 1939; EO 9344, May 21, 
      1943; EO 9916, December 31, 1947; EO 
      10128, June 2, 1950; EO 11401, March 13, 
      1968"
11570.0,Providing for the regulation of conduct for the Postal Rate Commission and its employees,"November 24, 1970","Federal Register page and date: 35 FR 18183; November 28, 1970
Amended by: EO 12107, December 28, 1978
See: EO 11222, May 8, 1965"
11569.0,Amending the Selective Service regulations,"November 24, 1970","Federal Register page and date: 35 FR 18105; November 26, 1970
Amends: EO 10292, September 25, 1951
Revoked by: EO 12553, February 25, 1986"
11568.0,Exempting A. Everette MacIntyre from compulsory retirement for age,"November 16, 1970","Federal Register page and date: 35 FR 17703; November 18, 1970
See: EO 11642, February 1, 1972"
11567.0,"Prescribing the compensation of certain officials in the Bureau of Domestic Commerce, Department of Commerce","November 16, 1970","Federal Register page and date: 35 FR 17701; November 18, 1970
Superseded by: EO 11759, January 15, 
      1974"
11566.0,Consumer product information,"October 26, 1970","Federal Register page and date: 35 FR 16675; October 28, 1970
See: EO 11136, January 3, 1964; EO 
      11583, February 24, 1971"
11565.0,Amending   11145 with respect to the membership of the Committee for the Preservation of the White House,"October 13, 1970","Federal Register page and date: 35 FR 16155; October 15, 1970
Amends: EO 11145, March 7, 1964"
11564.0,Transfer of certain programs and activities to the Secretary of Commerce,"October 6, 1970","Federal Register page and date: 35 FR 15801; October 8, 1970
See: Reorganization Plan No. 4 of 1970"
11563.0,Amending the Selective Service regulations,"September 26, 1970","Federal Register page and date: 35 FR 15435; October 3, 1970
Amends: EO 10001, September 17, 1948; EO 
      10202, January 12, 1951; EO 10292, September 
      25, 1951; EO 10659, February 15, 1956; EO 
      10735, October 17, 1957; EO 10984, 
      January 5, 1962; EO 11098, March 14, 1963; 
      EO 11119, September 10, 1963; EO 
      11241, August 26, 1965; EO 11360, June 
      30, 1967; EO 11497, November 26, 1969; 
      EO 11537, June 16, 1970
Revoked by: EO 12553, February 25, 1986"
11562.0,Developing and coordinating a national program for physical fitness and sports,"September 25, 1970","Federal Register page and date: 35 FR 15063; September 29, 1970
Amended by: EO 11945, October 25, 1976; 
      EO 12098, November 14, 1978
Revokes: EO 11398, March 4, 1968; EO 
      11492, October 30, 1969
Revoked by: EO 12345, February 2, 1982
See: EO 10830, July 24, 1959; EO 
      11827, January 4, 1975; EO 11948, December 
      20, 1976, EO 12110; December 28, 1978; EO 
      12258, December 31, 1980"
11561.0,Delegation of certain authority under Title VIII of the Economic Opportunity Act,"September 25, 1970","Federal Register page and date: 35 FR 14981; September 26, 1970
Amended by: EO 12107, December 28, 1978; 
      EO 12608, September 9, 1987"
11560.0,Amending   11508 with respect to the membership of the Property Review Board,"September 23, 1970","Federal Register page and date: 35 FR 14899; September 25, 1970
Amends: EO 11508, February 10, 1970
Superseded by: EO 11724, June 25, 1973"
11559.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,"September 18, 1970","Federal Register page and date: 35 FR 14687; September 22, 1970
Revoked by: EO 12553, February 25, 1986"
11558.0,Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,"September 18, 1970","Federal Register page and date: 35 FR 14683; September 22, 1970
Revoked by: EO 12553, February 25, 1986"
11557.0,Enlarging the membership of the President's Commission for the Observance of the Twenty-Fifth Anniversary of the United Nations,"September 10, 1970","Federal Register page and date: 35 FR 14375; September 12, 1970
Amends: EO 11546, July 9, 1970"
11556.0,Assigning telecommunications functions,"September 4, 1970","Federal Register page and date: 35 FR 14193; September 9, 1970
Revokes: EO 10695A, January 16, 1957; EO 
      10995, February 16, 1962; EO 11084, February 
      15, 1963
Amends: EO 10705, April 17, 1957; EO 
      11051, September 27, 1962; EO 11191, January 
      4, 1965; EO 11490, October 28, 1969
Superseded in part by: EO 11921, June 11, 
      1976
Revoked by: EO 12046, March 27, 1978
See: EO 11725, June 27, 1973 (transfer of 
      functions from OEP to GSA); Pub. L. 94-412 (90 Stat. 1255, 50 U.S.C. 1601)"
11555.0,Amending the Selective Service regulations,"September 2, 1970","Federal Register page and date: 35 FR 14191; September 9, 1970
Amends: EO 9979, July 20, 1948; EO 
      11360, June 30, 1967
Revoked by: EO 12553, February 25, 1986"
11554.0,"Suspending the provisions of section 5707(c) of title 10, United States Code, which relate to the establishment of a maximum percentage of Navy officers who may be recommended for promotion from below the appropriate promotion zone","August 29, 1970","Federal Register page and date: 35 FR 14189; September 9, 1970
Amended by: EO 11684, August 30, 1972; EO 
      11799, August 17, 1974; EO 11925, June 
      29, 1976
Revoked by: EO 12082, September 19, 1978
See Pub. L. 96-412 (90 Stat. 1255; 50 U.S.C. 1601)"
11553.0,Amending the Selective Service regulations,"August 26, 1970","Federal Register page and date: 35 FR 13719; August 28, 1970
Amends: EO 10001, September 17, 1948; EO 
      10008, October 18, 1948; EO 10292, September 
      25, 1951; EO 11098, March 14, 1963
Revoked by: EO 12553, February 25, 1986"
11552.0,Providing for details and transfers of Federal employees to international organizations,"August 24, 1970","Federal Register page and date: 35 FR 13569; August 26, 1970
Revokes: EO 10804, February 12, 1959
Amended by: EO 12107, December 28, 1978"
11551.0,Amending   11399 with respect to the membership of the National Council on Indian Opportunity,"August 11, 1970","Federal Register page and date: 35 FR 12885; August 14, 1970
Amends: EO 11399, March 6, 1968
Council terminated November 26, 1974, under Pub. L. 91-125 (83 Stat. 220, 25 U.S.C. note prec. 1)"
11550.0,"Amending   11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","July 30, 1970","Federal Register page and date: 35 FR 12315; August 1, 1970
Amends: EO 11248, October 10, 1965"
11549.0,"Revoking   10361 of June 11, 1952, establishing the Whittier Defensive Sea Area, Alaska","July 28, 1970","Federal Register page and date: 35 FR 12191; July 30, 1970
Revokes: EO 10361, June 11, 1952"
11548.0,"Delegating functions of the President under the Federal Water Pollution Control Act, as amended","July 20, 1970","Federal Register page and date: 35 FR 11677; July 22, 1970
Superseded by: EO 11735, August 3, 1973
See 49 CFR Part 1, sec. 1.46(m) (35 FR 14509)"
