,executive_order_number,title,signing_date,disposition_notes,president,days,count
794,8319.0,Changing the Name of the Necedah Migratory Waterfowl Refuge and Adding Certain Lands Thereto; Wisconsin,1940-01-15,"Federal Register page and date: 5 FR 207, January 17, 1940 
Amends: EO 8065, March 14, 1939
Amended by: EO 8479, July 11, 1940
See: Public Land Order 1785, February 3, 1959 (24 FR 972)",Franklin D Roosevelt,2508,2510.0
795,8320.0,Amending the Description of the Aiea Military Reservation; Territory of Hawaii,1940-01-15,"Federal Register page and date: 5 FR 207, January 17, 1940 
See: 
      
      EO 5692, August 24, 1931; 
      
      EO 6630, March 6, 1934; EO 10411, November 
      14, 1952",Franklin D Roosevelt,2508,2511.0
796,8321.0,Establishing the Battery Cove Military Reservation; Virginia,1940-01-15,"Federal Register page and date: 5 FR 208, January 17, 1940",Franklin D Roosevelt,2508,2512.0
797,8322.0,Exemption of John M. Terwilliger From Compulsory Retirement for Age,1940-01-15,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2508,2513.0
798,8323.0,"Abolishing Customs Collection District  43 (Tennessee), Revoking the Designations of Memphis, Chattanooga, and Nashville, Tennessee, as Customs Ports of Entry, and Extending the Limits of Customs Collection District  42 (Kentucky) and Customs Collection District  45 (Saint Louis)",1940-01-22,"Federal Register page and date: 5 FR 271, January 24, 1940 
Revoked by: EO 8341, February 8, 1940",Franklin D Roosevelt,2515,2514.0
799,8324.0,"Abolishing Customs Collection District  48 (Utah and Nevada), Revoking the Designation of Salt Lake City, Utah, as a Customs Port of Entry, and Extending the Limits of Customs Collection District  28 (San Francisco) To Include the States of Utah and Nevada",1940-01-22,"Federal Register page and date: 5 FR 271, January 24, 1940",Franklin D Roosevelt,2515,2515.0
800,8325.0,Withdrawal of Public Land for Use of the War Department; Alaska,1940-01-22,"Federal Register page and date: 5 FR 271, January 24, 1940 
Amended by: EO 9526, February 28, 
      1945 
Revoked by: Public Land Order 690, November 22, 1950 (15 FR 8165)",Franklin D Roosevelt,2515,2516.0
801,8326.0,Exemption of William S. Garland From Compulsory Retirement for Age,1940-01-22,"Amends: EO 7995, October 28, 1938 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2515,2517.0
802,8327.0,Exemption of Dr. Mary B. Harris From Compulsory Retirement for Age,1940-01-22,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2515,2518.0
803,8328.0,Exemption of Henry Clarke Hill From Compulsory Retirement for Age,1940-01-22,"Amends: EO 8041, January 25, 1939
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2515,2519.0
804,8329.0,Waiver of Time Limitation To Permit Reinstatement of Rural Carrier Van C. Brodrick,1940-01-22,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2515,2520.0
805,8330.0,Withdrawal of Public Land in Aid of Flood Control; Alaska,1940-01-24,"Federal Register page and date: 5 FR 314, January 27, 1940",Franklin D Roosevelt,2517,2521.0
806,8331.0,Enlarging the Upper Mississippi River Wildlife and Fish Refuge; Minnesota and Wisconsin,1940-01-24,"Federal Register page and date: 5 FR 314, January 27, 1940 
Revoked by: Public Land Order 584, April 12, 1949 (14 FR 1870) (in part); Public Land Order 936, February 4, 1954 (19 FR 769)",Franklin D Roosevelt,2517,2522.0
807,8332.0,Withdrawal of Public Land for the Improvement of the Flood Channel of the Big Black River; Mississippi,1940-01-25,"Federal Register page and date: 5 FR 313, January 27, 1940 
 Revokes: 
    
    EO 6964, February 5, 1935 (in part)",Franklin D Roosevelt,2518,2523.0
808,8333.0,"Amending   5952 of November 23, 1932, Prescribing the Army Ration",1940-01-25,"Federal Register page and date: 5 FR 315, January 27, 1940 
 Amends: 
    
    EO 5952, November 23, 1932 
Revoked by: EO 11339, March 28, 1967
See: Transfer Order 32 of the Secretary of Defense dated March 26, 1949 (14 FR 1619)",Franklin D Roosevelt,2518,2524.0
809,8334.0,Authorizing the Archivist of the United States To Effect Initial Appointments to Certain Positions in the Franklin D. Roosevelt Library Without Regard to the Requirements of the Civil Service Act and Rules,1940-01-25,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2518,2525.0
810,8335.0,"Extending the Limits of the Customs Port of Entry of Charleston, South Carolina, in Customs Collection District Number 16; South Carolina",1940-01-31,"Federal Register page and date: 5 FR 429, February 2, 1940 
Amended by: Bureau of Customs regulation of December 28, 1955(21 FR 79)",Franklin D Roosevelt,2524,2526.0
811,8336.0,"Revocation of   3355 of November 19, 1920, Withdrawing Land for Use as an Administrative Site; Alaska",1940-02-03,"Federal Register page and date: 5 FR 593, February 6, 1940 
 Revokes: 
    
    EO 3355, November 19, 1920",Franklin D Roosevelt,2527,2527.0
812,8337.0,"Placing Certain Lands Under the Control and Jurisdiction of the Navy Department, the War Department, and the United States Public Health Service; Puerto Rico",1940-02-03,"Federal Register page and date: 5 FR 593, February 6, 1940 
Revokes: Executive order of July 22, 1902 (unnumbered series) 
Superseded by: EO 8678, February 11, 1941",Franklin D Roosevelt,2527,2528.0
813,8338.0,"Partial Revocation of   6795 of July 26, 1934, Withdrawing Public Lands",1940-02-06,"Federal Register page and date: 5 FR 625, February 8, 1940 
 Revokes: 
    
    EO 6795, July 26, 1934 (in part)",Franklin D Roosevelt,2530,2529.0
814,8339.0,Authorizing the Civil Service Commission To Confer a Competitive Classified Civil-Service Status Upon Certain Employees Assigned to the Wage and Hour Division of the Department of Labor,1940-02-06,"Federal Register page and date: 5 FR 625, February 8, 1940 
 Amends: 
    
    EO 6795, July 26, 1934",Franklin D Roosevelt,2530,2530.0
815,8340.0,Exemption of Frank E. Gass From Compulsory Retirement for Age,1940-02-08,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2532,2531.0
816,8341.0,"Revocation of   8323 of January 22, 1940, Abolishing Customs Collection District  43 (Tennessee), Revoking the Designations of Memphis, Chattanooga, and Nashville, Tennessee, as Customs Ports of Entry, and Extending the Limits of Customs Collection District  42 (Kentucky) and Customs Collection District  45 (St. Louis)",1940-02-08,"Federal Register page and date: 5 FR 643, February 10, 1940 
Revokes: EO 8323, January 22, 1940",Franklin D Roosevelt,2532,2532.0
817,8342.0,Withdrawal of Public Land in Aid of Flood Control; Oklahoma,1940-02-09,"Federal Register page and date: 5 FR 653, February 13, 1940 
 Amends: 
    
    EO 6964, February 5, 1935",Franklin D Roosevelt,2533,2533.0
818,8343.0,Withdrawal of Public Lands for Military Purposes; Alaska,1940-02-10,"Federal Register page and date: 5 FR 654, February 13, 1940 
Amended by: EO 9526, February 28, 
      1945; Public Land Order 2676, May 4, 1962 (27 FR 4516); Public Land Order 
      2962, March 5, 1963 (28 FR 2310)",Franklin D Roosevelt,2534,2534.0
819,8344.0,Withdrawal of Public Land for Classification; Alaska,1940-02-10,"Federal Register page and date: 5 FR 654, February 13, 1940 
Amended by: Public Land Order 128, May 22, 1943 (8 FR 8557) 
Revoked by: EO 8540, September 14, 1940 (in 
      part); EO 8655, January 30, 1941 (in part); 
      EO 8789, June 14, 1941 (in part); EO 
      8857, August 19, 1941 (in part); EO 8877, 
      August 29, 1941 (in part); Public Land Order 917, October 6, 1953 (18 FR 
      6455) (in part); Public Land Order 1245, November 3, 1955 (20 FR 8423) (in 
      part)
See: Public Land Order 363, April 9, 1947 (12 FR 2478); Public Land Order 364, April 9, 1947 (12 FR 2478); Public Land Order 781, December 29, 1951 (17 FR 160); Public Land Order 1034, December 10, 1954 (23 FR 3350)",Franklin D Roosevelt,2534,2535.0
820,8345.0,Exemption of Fred C. Bailey From Compulsory Retirement for Age,1940-02-12,"Amends: EO 8060, March 7, 1939
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2536,2536.0
821,8346.0,Amending the Foreign Service Regulations of the United States,1940-02-12,"Federal Register page and date: 5 FR 671, February 15, 1940 
 Revokes: 
    
    EO 3653-A, March 27, 1922; 
    
    EO 3899, September 6, 1923; 
    
    EO 3900, September 11, 1923; 
    
    EO 5463, October 15, 1930; 
    
    EO 7439, August 24, 1936 
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,2536,2537.0
822,8347.0,"Transferring the Use, Possession, and Control of Certain Lands to the Tennessee Valley Authority; Alabama",1940-02-12,"Federal Register page and date: 5 FR 671, February 15, 1940 
 Amends: 
    
    EO 6964, February 5, 1935",Franklin D Roosevelt,2536,2538.0
823,8348.0,Exemption of John E. White From Compulsory Retirement for Age,1940-02-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2538,2539.0
824,8349.0,Exemption of Thomas E. McElree From Compulsory Retirement for Age,1940-02-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2538,2540.0
825,8350.0,Exemption of Alexander E. Twomey From Compulsory Retirement for Age,1940-02-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2538,2541.0
826,8351.0,Exemption of Sims Ely From Compulsory Retirement for Age,1940-02-25,"See: EO 8070, March 21, 1939 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2549,2542.0
827,8352.0,Amending Chapter IX of the Foreign Service Regulations of the United States,1940-02-25,"Federal Register page and date: 5 FR 819, March 1, 1940 
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,2549,2543.0
828,8353.0,"Restoring the Possession, Use, and Control of Certain Land to the Territory of Hawaii",1940-02-25,"Federal Register page and date: 5 FR 819, March 1, 1940",Franklin D Roosevelt,2549,2544.0
829,8354.0,Fort Kobbe Military Reservation; Canal Zone,1940-02-25,"Federal Register page and date: 5 FR 820, March 1, 1940 
 Supersedes: 
    
    EO 4947, August 11, 1928
Superseded by: Canal Zone Order 28, August 11, 1952",Franklin D Roosevelt,2549,2545.0
830,8355.0,Transfer of Lands From the Idaho National Forest to the Salmon National Forest; Idaho,1940-02-25,"Federal Register page and date: 5 FR 827, March 2, 1940",Franklin D Roosevelt,2549,2546.0
831,8356.0,Rules of Precedence Relating to Foreign Service Officers and Other Officers of the United States Government,1940-03-02,"Federal Register page and date: 5 FR 949, March 6, 1940 
 Revokes: 
    
    EO 4705, August 10, 1927
Amended by: EO 8377, March 18, 1940 
Superseded by: EO 9998, September 14, 1948",Franklin D Roosevelt,2555,2547.0
832,8357.0,Administration of the Foreign Service Under Reorganization Plan  II,1940-03-02,"Federal Register page and date: 5 FR 950, March 6, 1940",Franklin D Roosevelt,2555,2548.0
833,8358.0,"Revocation of   4308 of September 23, 1925, Withdrawing Public Lands for Classification; Arizona",1940-03-02,"Federal Register page and date: 5 FR 950, March 6, 1940 
 Revokes: 
    
    EO 4308, September 23, 1925",Franklin D Roosevelt,2555,2549.0
834,8359.0,"Partial Revocation of   3406 of February 13, 1921, Withdrawing Lands for Lighthouse Purposes; Alaska",1940-03-02,"Federal Register page and date: 5 FR 951, March 6, 1940 
 Amends: 
    
    EO 3406, February 13, 1921",Franklin D Roosevelt,2555,2550.0
835,8360.0,"Amendment of Paragraph 1, Subdivision VI, Schedule B of the Civil Service Rules",1940-03-02,"Federal Register page and date: 5 FR 951, March 6, 1940",Franklin D Roosevelt,2555,2551.0
836,8361.0,"Amendment of   6909 of November 21, 1934, Withdrawing Public Lands for Use in Connection With a Grazing Project; South Dakota",1940-03-02,"Federal Register page and date: 5 FR 851, March 6, 1940 
 Amends: 
    
    EO 6909, November 21, 1934 
 See: 
    
    EO 6910, November 26, 1934; EO 7908, June 9, 
    1938; Public Land Order 10, July 8, 1942 (7 FR 5449)",Franklin D Roosevelt,2555,2552.0
837,8362.0,Appointment of Archie L. Hardy to Social Security Board Without Compliance With Civil Service Rules,1940-03-02,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2555,2553.0
838,8363.0,"Amendment of   8283 of November 9, 1939, Amending Section 6 of Civil Service Rule II",1940-03-04,"Federal Register page and date: 5 FR 952, March 6, 1940 
Amends: EO 8283, November 9, 1939 
Revoked by: EO 9830, February 24, 1947",Franklin D Roosevelt,2557,2554.0
839,8364.0,"Revocation of   5346 of May 9, 1930, Withdrawing Public Lands; Minnesota",1940-03-04,"Federal Register page and date: 5 FR 952, March 6, 1940 
 Revokes: 
    
    EO 5346, May 9, 1930",Franklin D Roosevelt,2557,2555.0
840,8365.0,Appointment of Mrs. Rose S. Rutledge to a Clerical Position in Agriculture Department,1940-03-04,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2557,2556.0
841,8366.0,Designating the Chairman of the Board of Governors of the Federal Reserve System,1940-03-05,"Federal Register page and date: 5 FR 985, March 8, 1940",Franklin D Roosevelt,2558,2557.0
842,8367.0,"Extending the Limits of the Customs Port of Entry of Savannah, Georgia, in Customs Collection District Number 17 (Georgia)",1940-03-05,"Federal Register page and date: 5 FR 985, March 8, 1940",Franklin D Roosevelt,2558,2558.0
843,8368.0,Exemption of Ales Hrdlicka From Compulsory Retirement for Age,1940-03-07,"See: EO 8058, February 23, 1939; EO 
      8710, March 12, 1941 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2560,2559.0
844,8369.0,Exemption of Louis A. Simon From Compulsory Retirement for Age,1940-03-07,"Amends: EO 7581, March 19, 1937; EO 
      7824, February 25, 1938; EO 8046, February 
      11, 1939 
Amended by: EO 8747, April 28, 1941 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2560,2560.0
